id,type,recipe,title,most_similar,ratings,stars,image,ingredients,directions
10,uncertain,25842/real-nawlins-muffuletta/,Real N'awlins Muffuletta,"[]",208,4.754807472229,https://images.media-allrecipes.com/userphotos/560x315/1626655.jpg,"['1 cup pimento-stuffed green olives, crushed', '1/2 cup drained kalamata olives, crushed', '2 cloves garlic, minced', '1/4 cup roughly chopped pickled cauliflower florets', '2 tablespoons drained capers', '1 tablespoon chopped celery', '1 tablespoon chopped carrot', '1/2 cup pepperoncini, drained', '1/4 cup marinated cocktail onions', '1/2 teaspoon celery seed', '1 teaspoon dried oregano', '1 teaspoon dried basil', '3/4 teaspoon ground black pepper', '1/4 cup red wine vinegar', '1/2 cup olive oil', '1/4 cup canola oil', '2 (1 pound) loaves Italian bread', '8 ounces thinly sliced Genoa salami', '8 ounces thinly sliced cooked ham', '8 ounces sliced mortadella', '8 ounces sliced mozzarella cheese', '8 ounces sliced provolone cheese']","['To Make Olive Salad: In a medium bowl, combine the green olives, kalamata olives, garlic, cauliflower, capers, celery, carrot, pepperoncini, cocktail onions, celery seed, oregano, basil, black pepper, vinegar, olive oil and canola oil. Mix together and transfer mixture into a glass jar (or other nonreactive container). If needed, pour in more oil to cover. Cover jar or container and refrigerate at least overnight.', ""To Make Sandwiches: Cut loaves of bread in half horizontally; hollow out some of the excess bread to make room for filling. Spread each piece of bread with equal amounts olive salad, including oil. Layer 'bottom half' of each loaf with 1/2 of the salami, ham, mortadella, mozzarella and Provolone. Replace 'top half' on each loaf and cut sandwich into quarters."", 'Serve immediately, or wrap tightly and refrigerate for a few hours; this will allow for the flavors to mingle and the olive salad to soak into the bread.']"

11,main,55409/monte-cristo-sandwich---the-real-one/,Monte Cristo Sandwich - the Real One,"[12,13,14,15,16,17,18,19,20,21]",306,4.50653600692749,https://images.media-allrecipes.com/userphotos/560x315/774502.jpg,"['1 quart oil for frying, or as needed', '2/3 cup water', '1 egg', '2/3 cup all-purpose flour', '1 3/4 teaspoons baking powder', '1/2 teaspoon salt', '8 slices white bread', '4 slices Swiss cheese', '4 slices turkey', '4 slices ham', '1/8 teaspoon ground black pepper', ""1 tablespoon confectioners' sugar for dusting""]","['Heat 5 inches of oil in a deep-fryer to 365 degrees F (180 degrees C). While oil is heating, make the batter: In a medium bowl, whisk together the egg and water. Combine the flour, baking powder, salt and pepper; whisk into the egg mixture until smooth. Set aside in the refrigerator.', 'Assemble sandwiches by placing one slice of turkey on one slice of bread, a slice of ham on another, then sandwich them with the Swiss cheese in the middle. Cut sandwiches into quarters, and secure with toothpicks.', ""Dip each sandwich quarter in the batter so that all sides are coated. Deep fry in the hot oil until golden brown on all sides. Remove toothpicks and arrange on a serving tray. Dust with confectioners' sugar just before serving.""]"
12,certain,49195/croque-monsieur/,Croque-Monsieur,"[]",68,4.38235282897949,https://images.media-allrecipes.com/userphotos/560x315/29999.jpg,"['1 tablespoon Dijon mustard', '2 tablespoons mayonnaise', '4 tablespoons butter or margarine, softened', '6 slices white bread', '6 slices Swiss cheese', '12 slices thinly sliced deli ham', '4 tablespoons all-purpose flour', '1/2 teaspoon baking powder', '1/4 teaspoon salt', '2 eggs', '1/4 cup water', '1 tablespoon vegetable oil']","['Use 2 tablespoons of the butter to spread over one side of each slice of bread. On three of the slices, spread a layer of Dijon mustard over the butter, and top each with 4 slices of ham. On the other three, spread mayonnaise, and top each one with 2 slices of Swiss cheese. Press ham and cheese sides of sandwiches together.', 'In a flat bottomed dish, whisk together the flour, baking powder, salt, eggs, and water until blended. Set aside.', 'Heat remaining butter and vegetable oil in a large skillet over medium heat. Dip both sides of each sandwich in the egg mixture, and fry in the oil and butter until browned, flipping to brown on each side.']"
13,certain,214175/fried-monte-cristo-sandwich/,Fried Monte Cristo Sandwich,"[]",12,4.58333349227905,https://images.media-allrecipes.com/userphotos/250x250/981901.jpg,"['12 slices sandwich bread, crusts removed', '8 slices Swiss cheese', '8 slices cooked deli ham', '8 slices deli turkey', '3/4 cup flour', '3 eggs, beaten well', '3 cups Kikkoman Panko Bread Crumbs', 'Vegetable oil for deep-frying', ""Confectioners' sugar for dusting, if desired""]","['Assemble sandwiches starting with one slice of bread, then 1 slice of ham, a slice of cheese and then a slice of turkey; place one slice of bread and repeat with ham, cheese and turkey, top with a slice of bread. Cut into quarters and secure with toothpicks. Cover sandwiches with plastic wrap and refrigerate overnight.', 'Heat oil in  deep fryer to 365 degrees.', 'Dust each quarter sandwich with flour until all sides are coated; dip into beaten egg and toss into panko and cover completely.', 'Carefully lower sandwich quarters one at a time into deep hot oil; fry until golden brown on all sides. Drain; remove toothpicks before serving.']"
14,certain,19847/zeppole/,Zeppole,"[]",157,4.49681520462036,https://images.media-allrecipes.com/userphotos/560x315/1590659.jpg,"['2 quarts vegetable oil for frying', '1 cup all-purpose flour', '2 teaspoons baking powder', '1 pinch salt', '1 1/2 teaspoons white sugar', '2 eggs, beaten', '1 cup ricotta cheese', '1/4 teaspoon vanilla extract', ""1/2 cup confectioners' sugar for dusting""]","['Heat oil in a deep-fryer to 375 degrees F (190 degrees C).', 'In a medium saucepan, combine the flour, baking powder, salt and sugar. Stir in the eggs, ricotta cheese and vanilla. Mix gently over low heat until combined. Batter will be sticky.', ""Drop by tablespoons into the hot oil a few at a time. Zeppole will turn over by themselves. Fry until golden brown, about 3 or 4 minutes. Drain in a paper sack and dust with confectioners' sugar. Serve warm.""]"
15,certain,232170/turkey-nuggets-or-chicken/,Turkey Nuggets (or Chicken),"[]",4,4,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1195958.jpg,"['¼ cup water', '1\u2009½ teaspoons baking powder', '2 cups shredded cooked turkey', '½ cup all-purpose flour', '1  egg', '1 pinch salt and ground black pepper to taste', '1 tablespoon vegetable oil, or as needed']","['Stir water and baking powder together in a bowl (mixture should foam). Mix turkey, flour, egg, salt, and black pepper into water and baking powder. Form mixture into bite-size nuggets.', 'Heat vegetable oil in a skillet over medium heat. Fry the nuggets in the hot vegetable oil until golden brown, 5 to 8 minutes per side.']"
16,certain,15922/cheese-fritters/,Cheese Fritters,"[]",16,4.5,https://images.media-allrecipes.com/userphotos/560x315/3254178.jpg,"['1 cup drained cottage cheese', '1 egg', '1/4 cup half-and-half', '1 cup all-purpose flour', '1 3/4 teaspoons baking powder', '1/4 teaspoon salt', '2 tablespoons white sugar', '1 teaspoon ground nutmeg', '4 cups vegetable oil for frying', ""3 tablespoons confectioners' sugar""]","['In a medium bowl, beat the cottage cheese and egg together. Stir in the half-and-half, flour, baking powder, salt, sugar and nutmeg. Mix until just combined.', ""Fill a deep pot to the 2-inch mark with oil. Heat to 375 degrees F (190 degrees C). Drop batter by rounded tablespoons into the hot oil. Fry until golden brown on all sides, about 3 to 4 minutes. Drain on paper towels and sprinkle with confectioners' sugar. Serve hot!""]"
17,uncertain,265545/egg-cheese-and-turkey-breakfast-burritos/,"Egg, Cheese, and Turkey Breakfast Burritos","[]",0,4,https://images.media-allrecipes.com/userphotos/560x315/5554221.jpg,"['10 egg whites', '6 eggs', '2 teaspoons vegetable oil, or as needed, divided', '1/2 (16 ounce) package frozen hash brown potatoes, thawed', '1/2 pound ground turkey', '1 cup chopped red onion', '6 slices hickory ham (such as Farmland®), diced', '1 1/2 cups shredded fat-free Cheddar cheese', '10 low-carb, high-fiber tortillas, warmed']","['Whisk egg whites and eggs together in a large bowl.', 'Heat 1 teaspoon oil in a large frying pan over medium-high heat. Cook and stir hash browns until browned and crispy, about 5 minutes. Transfer hash browns to a large bowl.', 'Heat 1 teaspoon oil in the same frying pan over medium heat. Add turkey, onion, and ham. Cook and stir until turkey is crumbly and onion softens, about 5 minutes. Add eggs; stir until scrambled and set, 5 to 7 minutes. Add cheese and let melt, about 3 minutes. Pour mixture into the bowl with the hash browns. Mix everything together.', 'Plate tortillas. Add about 3 tablespoons of filling to each tortilla. Fold opposing edges of a tortilla to overlap the filling. Roll 1 of the opposing edges around the filling, creating a burrito. Repeat for remaining tortillas.']"
18,uncertain,233785/grilled-turkey-cuban-sandwiches/,Grilled Turkey Cuban Sandwiches,"[]",0,4.8095235824585,https://images.media-allrecipes.com/userphotos/250x250/1034809.jpg,"['Non-stick cooking spray', '1 (3 pound) Butterball® Boneless Breast of Turkey Roast, thawed', '2 cloves garlic, peeled, sliced', '1 tablespoon canola oil', '1 tablespoon ground cumin', '2 teaspoons salt', '1 teaspoon coarsely ground black pepper', '2 loaves Cuban, French or Italian bread (15 inches long)', '1/4 cup honey mustard', '1/2 pound smoked ham', '1/2 pound sliced Swiss cheese', '12 sandwich-style dill pickle slices']","['Spray cold grate of outdoor gas grill with cooking spray. Prepare grill for medium indirect heat.', 'Remove turkey from package. Dry with paper towels. Discard gravy packet or refrigerate for another use (within 2 - 3 days). Lift string netting and shift position on roast for easier removal after cooking. Cut small slits, at least 1 inch apart, over entire surface of turkey. Insert 1 garlic slice into each slit. Brush turkey with oil.', 'Combine cumin, salt and pepper. Sprinkle over turkey.', 'Place turkey on grill grate over drip pan. Cover grill with lid. Grill 1 1/4 to 1-3/4 hours, or until meat thermometer reaches 170 degrees F when inserted into center of roast. Remove from grill. Let stand 10 minutes.', 'Remove string netting. Cut half of the turkey into six 1/8-inch-thick slices. Set aside. Refrigerate unsliced turkey for another use.', 'Cut each bread loaf lengthwise in half. Then, cut each into 3 pieces (for 6 sandwiches). Spread the bottom half of each section with 2 teaspoons mustard. Top with the sliced turkey, ham, cheese and pickles. Cover with tops of bread loaves. Press sandwiches with hands to flatten. Tightly wrap individually in aluminum foil.', 'Place wrapped sandwiches on grill grate. Top each with heavy iron skillet or brick. Grill 3 to 5 minutes on each side, or until heated through.', 'Serve sandwiches warm, wrapped in aluminum foil.']"
19,uncertain,l-recipe/61378650/tortilla-ham-turkey-pinwheels/,Tortilla Ham / Turkey Pinwheels,"[]",0,5,https://images.media-allrecipes.com/images/79590.png,"['HAM', '1 1/2 lbs. (3 8oz pkgs) cream cheese, softened', '1 envelope Italian salad dressing mix', '10 (6 inch) flour tortillas', '1 1/2 lbs sliced fully cooked ham', 'TURKEY', '1 1/2 lbs. (3 8oz pkgs) cream cheese, softened', '1 small envelope ranch dressing mix', '10 (6 inch) flour tortillas', '1 1/2 lbs sliced fully cooked turkey']","['In a small mixing bowl, combine the cream cheese and salad dressing mix. Spread over one side of each tortilla. Top with ham or turkey; roll up. Wrap tightly in press and seal and refrigerate overnight. Cut into 1-in. slices.']"
20,uncertain,49123/ericks-deep-fried-rosemary-turkey/,Erick's Deep Fried Rosemary Turkey,"[]",0,4.61538457870483,https://images.media-allrecipes.com/userphotos/560x315/1071776.jpg,"['1 (12 pound) whole turkey, neck and giblets removed', '1/2 cup minced garlic', 'salt and ground black pepper to taste', '3 gallons peanut oil for frying', '3 sprigs fresh rosemary', '12 cloves garlic, peeled', '1/2 cup chopped fresh ginger root']","['Fill an outdoor deep-fryer with the peanut oil (see tip below), and heat to 325 degrees F (160 degrees C). This will take about 30 minutes.', 'Rub the turkey with minced garlic, salt and pepper on the inside and outside. Fill the cavity with rosemary, garlic cloves and ginger. Refrigerate for 30 minutes to marinate.', 'Remove the herbs and garlic from the cavity of the bird, and discard. Make sure the opening at the neck of the turkey is at least 2 inches wide. Trim skin back if necessary. This will prevent pressure from building inside. If the turkey has a pop-up doneness indicator, it must be removed beforehand.', 'Place the turkey in the fryer basket, or hanging device, and slowly lower it into the hot oil. Be sure to maintain the temperature of the oil while it is frying. Cook for 3 1/2 minutes per pound, or until the internal temperature is at 180 degrees F (82 degrees C) when taken in the thickest part of the thigh.', 'Carefully remove the turkey from the hot oil, and turn off the deep-fryer. Let the bird cool for 5 minutes, then pat dry.']"
21,uncertain,256327/twisted-ham-and-turkey-grilled-cheese/,Twisted Ham and Turkey Grilled Cheese,"[]",0,5,https://images.media-allrecipes.com/userphotos/560x315/5194440.jpg,"['2 tablespoons fresh corn kernels', '2 teaspoons softened butter, divided', 'salt and ground black pepper to taste', '1 teaspoon mayonnaise, or to taste', '2 thick slices Italian bread', '2 slices honey ham', '2 slices honey turkey', '1 slice Lacy Swiss cheese', '1 slice Amish Swiss cheese', '1 slice American cheese', '2 tablespoons shredded Cheddar cheese, or to taste', '1 Roma tomato, seeded and chopped', '1 tablespoon chopped sweet onion', '1 green onion, chopped']","['Mix corn kernels with 1 teaspoon butter, salt, and pepper in a small bowl.', 'Spread 1/2 teaspoon butter and 1/2 teaspoon mayonnaise over 1 bread slice; flip. Layer honey ham, turkey ham, Lacy Swiss cheese, Amish Swiss cheese, American cheese, and Cheddar cheese on top. Cover with corn mixture, tomato, sweet onion, and green onion. Cover with second slice of bread. Spread remaining 1/2 teaspoon butter and 1/2 teaspoon mayonnaise on the outside.', 'Preheat a skillet over medium-low heat. Cook sandwich until cheeses melt and bread turns golden brown, about 6 minutes per side.']"

22,main,122179/curried-chicken-tea-sandwiches/,Curried Chicken Tea Sandwiches,"[23,24,25,26,27,28,29,30,31,32]",245,4.7142858505249,https://images.media-allrecipes.com/userphotos/250x250/981095.jpg,"['2 cups cubed, cooked chicken', '1 medium unpeeled red apple, chopped', '3/4 cup dried cranberries', '1/2 cup thinly sliced celery', '1/4 cup chopped pecans', '2 tablespoons thinly sliced green onions', '3/4 cup mayonnaise or salad dressing', '2 teaspoons lime juice', '1/2 teaspoon curry powder', '12 slices bread', 'Lettuce Leaves']","['In a bowl, combine the first six ingredients. Combine mayonnaise, lime juice and curry powder; add to chicken mixture and stir to coat. Cover and refrigerate until ready to serve. Cut each slice of bread with a 3-in. heart-shaped cookie cutter. Top with lettuce and chicken salad.']"
23,certain,l-recipe/63029346/six-second-chicken-salad/,Six-Second Chicken Salad,"[]",0,5,https://images.media-allrecipes.com/images/79590.png,"['1/4 cup apple', '2 Tbs. onion', '1 cup cooked chicken (leftovers, even lunch meat)', '2 Tbs. walnuts', '1-2 Tbs. mayonnaise', 'cinnamon (optional)', 'nutmeg (optional)', 'curry powder (optional)', '2 slices bread']","['Add the ingredients, except bread, in order to the Short Cup and twist on Cross Blade.', ""Use the quick Pulse technique to chop and mix the ingredients until you've reached a good consistency."", 'Spread between two slices of bread and enjoy.']"
24,certain,222348/party-chicken-salad/,Party Chicken Salad,"[]",41,4.71,https://images.media-allrecipes.com/userphotos/872282.jpg,"['1 cup mayonnaise', '½ cup sour cream', '1 teaspoon curry powder', '1 small apple, finely chopped', '1 tablespoon lemon juice', '4 cups cooked chicken breasts, shredded', '1 cup chopped celery', '1 cup seedless green grapes, halved', '½ cup chopped pecans', '1 (8 ounce) can crushed pineapple in juice, undrained']","['Mix mayonnaise, sour cream, and curry powder in a bowl until smooth.', 'Toss apple and lemon juice in a large bowl. Stir in chicken breast meat, celery, green grapes, pecans, and pineapple. Pour mayonnaise mixture over chicken; toss to combine. Cover and refrigerate until chilled.']"
25,certain,15735/fruited-curry-chicken-salad/,Fruited Curry Chicken Salad,"[]",574,4.74,NA,"['4  skinless, boneless chicken breast halves - cooked and diced', '1 stalk celery, chopped', '½  onion, chopped', '1  small apple - peeled, cored and chopped', '⅓ cup golden raisins', '⅓ cup seedless green grapes, halved', '½ cup chopped toasted pecans', '⅛ teaspoon ground black pepper', '½ teaspoon curry powder', '¾ cup mayonnaise']","['In a large salad bowl combine the chicken, celery, onion, apple, raisins, grapes, pecans, pepper, curry powder and mayonnaise. Mix all together, tossing to coat. Salad is ready to serve!']"
26,certain,121141/blue-cheese-apple-salad/,Blue Cheese Apple Salad,"[]",0,4.66666650772095,https://images.media-allrecipes.com/userphotos/250x250/992407.jpg,"['3 unpeeled red apples, cubed', '2 teaspoons lemon juice', '3 cups cubed cantaloupe', '2 cups sliced celery', '1/2 cup sour cream', '1/2 cup crumbled blue cheese', '1/3 cup mayonnaise or salad dressing', 'Lettuce Leaves']","['In a large bowl, toss apples with lemon juice. Add cantaloupe and celery; mix well. In a small bowl, combine the sour cream, blue cheese and mayonnaise. Pour over apple mixture and toss to coat. Cover and refrigerate for 1 hour. Serve in a lettuce-lined bowl.']"
