id,type,recipe,title,most_similar,ratings,stars,image,ingredients,directions
10,uncertain,200645/iced-coffee-syrup/,Iced Coffee Syrup,"[]",37,4.56756734848022,https://images.media-allrecipes.com/userphotos/250x250/705465.jpg,"['3 cans of French cut green beans', '4 cans of Cream of Chicken soup', '1 can of French Fried Onions', 'Salt and Pepper to taste']",['Mix ingredients together in a 9 x 13 pan and warm all the way through for 30 minutesat 350 degrees.']


11,main,20492/quick-start-breakfast-drink/,Quick Start Breakfast Drink,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",38,4.44736862182617,https://images.media-allrecipes.com/userphotos/250x250/204455.jpg,"['2 cups pineapple juice', '2 bananas', '2 cups vanilla yogurt', '1 cup strawberries, hulled', '1/4 cup wheat germ', '1 teaspoon vanilla extract']","['In a blender combine pineapple juice, bananas yogurt, strawberries, wheat germ and vanilla extract. Blend until smooth.']"
12,certain,161345/strawberry-banana-smoothie/,Strawberry Banana Smoothie,"[]",53,4.41509437561035,https://images.media-allrecipes.com/userphotos/560x315/833430.jpg,"['2 tablespoons vegetable oil', '8 ounces Chinese dried mushrooms, soaked overnight in water', '1/3 cup dried shrimp, soaked in water overnight and drained', '1 pound pork sausage, sliced', '1 tablespoon vegetable oil', '2 slices fresh ginger root', '3 turnips, shredded', '1 1/2 teaspoons Chinese five-spice powder', '2 teaspoons salt', '1/2 teaspoon chicken bouillon granules', '1 tablespoon ground white pepper', '2/3 pound white rice flour']","['Heat 2 tablespoons oil in a wok or large skillet over high heat. Add mushrooms, shrimp and sausages and saute for 1/2 minute. Remove from skillet and set aside. Heat 1 more tablespoon oil in wok/skillet. Add ginger and saute a bit. Add shredded turnips and stir fry for about 3 minutes (do NOT remove turnip water). Add 5-spice powder, salt, chicken bouillon and white pepper and toss all together until evenly distributed. Extract ginger slices from mixture.', 'Turn off heat. Top turnip mixture with rice flour and use chopsticks to toss and mix flour in evenly. Add reserved sausage mixture and toss to mix in. Remove mixture from wok/skillet and place into a 9x2 inch deep round cake pan.', ""Clean wok/skillet, fill with water and bring to a boil. Place cake pan on a round wire rack over boiling water. Reduce heat to low and let simmer, steaming cake 'batter', for 45 minutes. (Note: you can also use a large bamboo steamer if you have one). When 'cake' is steamed through, slice into pieces and serve hot OR cool on wire rack before covering tightly with plastic wrap and placing in refrigerator to chill.""]"
13,certain,23343/pastitsio-iii/,Strawberry-Pineapple Smoothie,"[]",68,4.61764717102051,https://images.media-allrecipes.com/userphotos/250x250/598879.jpg,"['1 1/8 cups water', '3 cups bread flour', '1/2 cup dry potato flakes', '1 1/2 tablespoons instant powdered milk', '1 1/2 tablespoons white sugar', '1 1/2 teaspoons salt', '1 1/2 tablespoons margarine', '2 teaspoons active dry yeast']",['Place ingredients into the pan of the bread machine in the order suggested by the manufacturer.  Select the Basic or White Bread setting.  Start.']
14,certain,55813/summer-berry-parfait-with-yogurt-and-granola/,Summer Berry Parfait with Yogurt and Granola,"[]",84,4.7857141494751,https://images.media-allrecipes.com/userphotos/560x315/5419024.jpg,"['3/4 cup sliced strawberries', '3/4 cup blueberries', '1 (6 ounce) container vanilla yogurt', '1 tablespoon wheat germ', '1/2 banana, sliced', '1/3 cup granola']","['Layer 1/4 cup strawberries, 1/4 cup blueberries, 1/3 container yogurt, 1/3 tablespoon wheat germ, 1/3 of the sliced banana, and about 2 tablespoons of granola in a large bowl. Continue to build the parfait, repeating the layers until all of the ingredients are used completely.']"
15,certain,143378/gordons-berry-breakfast-drink/,Gordon's Berry Breakfast Drink,"[]",45,4.68888902664185,https://images.media-allrecipes.com/userphotos/560x315/441865.jpg,"['3/4 cup chilled orange juice', '1/3 cup chilled pineapple juice', '2 cups vanilla yogurt', '1 cup frozen blueberries', '1/2 cup frozen sliced strawberries', '1/2 banana, sliced']","['Place the orange juice, pineapple juice,  yogurt, blueberries, strawberries, and bananas into a blender. Cover and blend until smooth. The berry drink will be very thick. Serve immediately.']"
16,certain,233045/creamy-strawberry-pineapple-smoothie/,Creamy Strawberry-Pineapple Smoothie,"[]",15,4.59999990463257,https://images.media-allrecipes.com/userphotos/560x315/3624696.jpg,"['4 tbsp unsalted butter', '1 yellow onion, chopped', '2 lb mushrooms, chopped (mix and match cremini, portobello, oyster, shitake, porcini.', '3 tbsp fresh taragon', '1 tbsp dried thyme', '4 cups vegetable broth', '2/3 cup sour cream', 'salt and pepper to taste', 'extra creamy whipped cream (optional)']","['In a stock pot over medium heat, cook onion in 2 tbsp unsalted butter.', 'Add remaining butter and mushrooms and cook until mushrooms are browned, about 10 minutes.', 'Stir in taragon, thyme, and vegetable broth. Bring to a boil.', 'Reduce heat and let simmer for 20 minutes', 'Puree soup using an emersion blender or a food processer.', 'Stir in sour cream, salt, and pepper.', 'Serve hot topped with whipped cream.']"
17,uncertain,245809/strawberry-colada-smoothie/,Strawberry Colada Smoothie,"[]",0,5,https://images.media-allrecipes.com/userphotos/560x315/3288325.jpg,"['1 cup cold coconut water', '1 cup diced peaches', '2 kiwis, peeled and sliced', '1/2 banana', '5 strawberries', '1 tablespoon honey', '1 teaspoon ground ginger', '1 teaspoon wheat germ']","['Blend coconut water, peaches, kiwis, banana, strawberries, honey, ground ginger, and wheat germ together in a blender on medium speed until smooth, 30 seconds to 1 minute.']"
18,uncertain,l-recipe/62383001/big-daddys-mila-strawberry-oatmeal-breakfast-smoothie/,Big Daddy's Mila Strawberry Oatmeal Breakfast Smoothie,"[]",0,0,https://images.media-allrecipes.com/images/79590.png,"['1 cup milk', '1/2 cup rolled oats', '1 banana, broken into chunks', '14 frozen strawberries', '1/2 teaspoon vanilla extract', '1 1/2 teaspoons white sugar', '1 scoop of Mila']","['In a blender, combine Mila, milk, oats, banana and strawberries. Add vanilla and sugar if desired. Blend until smooth. Pour into glasses and serve.']"
19,uncertain,223140/strawberry-blueberry-smoothies/,Strawberry Blueberry Smoothies,"[]",0,4.5,https://images.media-allrecipes.com/userphotos/560x315/1095899.jpg,"['1/2 cup almond milk', '1/2 cup frozen strawberries', '1/2 cup frozen blueberries', '1/2 cup low-fat plain yogurt', '1 teaspoon flax seed oil', '1 teaspoon agave nectar']","['Blend almond milk, strawberries, blueberries, yogurt, flax seed oil, and agave nectar in a blender until smooth.']"
20,uncertain,244960/strawberry-banana-protein-shake/,Strawberry Banana Protein Shake,"[]",0,4.59999990463257,https://images.media-allrecipes.com/userphotos/560x315/5064472.jpg,"['toothpicks', '1/2 pound fully cooked kielbasa or Polish sausage, cut into 1/2-inch pieces', '1 (10 ounce) jar red or green maraschino cherries, drained', '1 (5 ounce) jar small green olives', '1 (8 ounce) package processed cheese food, cubed']","[""Onto each toothpick, place one piece of sausage, one cherry, one olive and one cube of cheese. Arrange them neatly on a plate. Eat the entire contents of the toothpick at once, but don't eat the toothpick!""]"
21,uncertain,l-recipe/62397704/big-daddys-strawberry-chia-breakfast-smoothie/,Big Daddy's Strawberry Chia Breakfast Smoothie,"[]",0,0,https://images.media-allrecipes.com/images/79590.png,"['1 cup almond milk', '1 scoop Mila', '1 banana, broken into chunks', '14 frozen strawberries', '1/2 teaspoon vanilla extract', '1 1/2 teaspoons white sugar']","['In a blender, combine almond milk, Mila, banana and strawberries. Add vanilla and sugar if desired. Blend until smooth. Pour into glasses and serve.']"


22,main,158655/dreamy-nighttime-drink/,Dreamy Nighttime Drink,"[32666, 25473, 25606, 34740, 58436, 67520, 21142, 42909, 55523, 57372]",219,4.57990884780884,https://images.media-allrecipes.com/userphotos/560x315/1014076.jpg,"['1 cup milk', '1 teaspoon honey', '2 drops vanilla extract', '1 pinch ground cinnamon']","['Pour milk into a microwave safe mug and place into microwave. Cook on High until the milk is very hot and begins to foam, about 3 minutes. Stir in honey and vanilla, then sprinkle with cinnamon before serving.']"
23,certain,20554/milky-tea/,Milky Tea,"[25534, 41900, 50092, 78489, 121, 17354, 25858, 26333, 26549, 45057]",76,4.23684215545654,https://images.media-allrecipes.com/userphotos/560x315/3191693.jpg,"['1 1/4 cups all-purpose flour', '1/2 teaspoon salt', '1 tablespoon baking powder', '1 1/4 teaspoons white sugar', '1 egg', '1 cup milk', '1/2 tablespoon butter, melted', '1/2 cup blueberries']","['In a large bowl, sift together flour, salt, baking powder and sugar. In a small bowl, beat together egg and milk. Stir milk and egg into flour mixture. Mix in the butter.', 'Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake.  Sprinkle blueberries on pancake batter. Brown on both sides and serve hot.']"
24,certain,84636/hot-vanilla/,Hot Vanilla,"[19359, 18480, 46786, 56785, 11068, 38739, 46913, 2340, 2454, 8093]",113,3.85840702056885,https://images.media-allrecipes.com/userphotos/250x250/183293.jpg,"['8 oz FF cream cheese, room temp', '5 oz can pink salmon in water, drained & finely flaked', '2 wedges laughing cow original cheese', '1 1/2 Tbl dijonaise', '1 Tbl minced onion', '1/2 tsp lemon juice']","['Combine cream cheese, cheese wedges, dijonnaise, & lemon juice. Mix thoroughly until ingredients are completely integrated.', 'Add salmon & onion & stir thoroughly, until a very smooth consistency.', 'Refrigerate until ready to serve']"
25,certain,20816/delicious-healthy-strawberry-shake/,Delicious Healthy Strawberry Shake,"[65726, 843, 6120, 41083, 43501, 56550, 17986, 38889, 49129, 57820]",167,3.88622760772705,https://images.media-allrecipes.com/userphotos/560x315/5243792.jpg,"['1 (16 ounce) package graham crackers, crumbled', '1 cup melted butter', '2 1/2 cups peanut butter', ""2 1/2 cups confectioners' sugar"", '2 cups semisweet chocolate chips', '1 (14 ounce) can sweetened condensed milk']","['Grease a 9x13 inch pan.', 'Mix graham cracker crumbs, butter, peanut butter and powdered sugar together in a large mixing bowl. Press the mixture into the prepared pan.', 'In a small pot melt chocolate chips and condensed milk together over a low heat. Stir until well mixed. Spread the chocolate mixture over the peanut butter mixture. Chill the cookie-bars for 4 hours. Cut and serve.']"
26,certain,204829/hot-carob/,Hot Carob,"[1313, 65031, 58369, 79434, 64668, 1535, 24078, 9284, 16092, 17431]",0,4.90000009536743,https://images.media-allrecipes.com/userphotos/560x315/772740.jpg,"['12 pounds whole turkey', '1 tablespoon vegetable oil', '1 teaspoon Italian seasoning', 'salt and pepper to taste', '2 oranges poked with cloves', '2 apples']","['Prepare an outdoor grill for indirect medium-high heat.', 'Rinse turkey and pat dry. Turn wings back to hold neck skin in place. Return legs to tucked position. Brush turkey with oil. Season inside and out with Italian seasonings, salt, and pepper.  Stuff cut up apples and oranges inside.', 'Place turkey, breast side up, on a metal grate inside a large roasting pan. Arrange pan on the prepared grill. Grill 2 to 3 hours, to an internal thigh temperature of 180 degrees F (85 degrees C). Remove turkey from grill and let stand 15 minutes before carving.']"
27,certain,255539/crazy-cinnamon-milkshake/,Crazy Cinnamon Milkshake,"[77397, 14311, 69495, 16848, 8565, 43676, 13145, 72760, 35801, 20464]",0,4,https://images.media-allrecipes.com/userphotos/560x315/4002641.jpg,"['1 fluid ounce premium tequila', '3/4 fluid ounce brandy-based orange liqueur (such as Grand Marnier®)', '3/4 fluid ounce cointreau', '3/4 fluid ounce simple syrup', '1 fluid ounce raspberry flavored liqueur', '1 lime, juiced', '1/2 cup sweet and sour mix']","['Salt the rims of 2 large margarita glasses. To do so, pour salt onto a small plate, moisten the rims of the glasses on a damp towel and press them into the salt.', 'In a cocktail mixer 3/4 full of ice, combine tequila, Grand Marnier, cointreau, simple syrup, raspberry liqueur and lime juice. Pour in sweet and sour until ice is covered. Shake vigorously and strain into glass.']"
28,uncertain,l-recipe/62237773/honey-milk-tea--hongkong-style/,Honey Milk Tea--Hongkong Style,"[64227, 56000, 76637, 32733, 943, 33706, 13101, 49726, 64380, 38675]",0,5,https://images.media-allrecipes.com/userphotos/250x250/325186.jpg,"['2 Black tea bags', '4t Condensed milk', '3t Honey']","['Put the tea bags into a glass of hot water, steam the tea until the color turns dark red, discard the tea bags, and let the tea cool.', 'Put 5 to 6 pieces of ice into a glass/cup, put in the condensed milk and honey, then pour in the tea. Mix it well.(The ice may melt if the tea is still warm, so you can add a couple more pieces of ice.', 'Then a strong flavorful milk tea is ready for you to enjoy.']"
29,uncertain,11864/chicken-noodle-casserole-i/,Bing Cherry Daiquiri,"[867, 68601, 1102, 22287, 44800, 48882, 50022, 52271, 52424, 72181]",0,4.59999990463257,https://images.media-allrecipes.com/userphotos/250x250/861448.jpg,"['1 cup fresh strawberries', '3 tablespoons brown sugar', '1 1/2 cups all-purpose flour', '1/3 cup brown sugar', '1/2 teaspoon baking powder', '1/4 teaspoon baking soda', '1/8 teaspoon salt', '1/2 cup vanilla honey yogurt', '3 tablespoons butter, melted', '1 teaspoon vanilla extract', '1 egg', '2 tablespoons milk', '1/4 cup chopped almonds']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch round cake pan.', 'Mix strawberries and 3 tablespoons brown sugar together in a bowl.', 'Mix flour, 1/3 cup brown sugar, baking powder, baking soda, and salt in a separate large bowl. Whisk yogurt, melted butter, vanilla extract, and egg in a third bowl. Stir yogurt mixture, alternating with milk, into flour mixture until just moistened. Spoon 2/3 of the batter into the prepared pan; spread strawberry mixture evenly over batter. Top with remaining batter. Sprinkle almonds over batter.', 'Bake in the preheated oven until a toothpick inserted in the middle of the cake comes out clean, about 40 minutes. Let cool in pan atop a wire rack for 10 minutes. Run a knife around the edge of the pan before transferring cake to a serving platter.']"
30,uncertain,8128/beet-surprise-cake/,Beet Surprise Cake,"[74554, 49677, 70619, 75547, 47503, 62129, 70398, 35599, 37524, 55654]",27,4.18518495559692,https://images.media-allrecipes.com/userphotos/560x315/777864.jpg,"['2 teaspoons lemon juice', '1 cup beets, boiled and grated', '2 1/2 cups all-purpose flour', '1 teaspoon salt', '2 teaspoons baking soda', '2 cups white sugar', '1/2 cup unsweetened cocoa powder', '1 1/4 cups melted butter', '4 eggs, beaten', '2 tablespoons honey', '1/2 cup milk', '2 teaspoons vanilla extract', '3 tablespoons cream', '3 ounces cream cheese', '1 teaspoon vanilla extract', '1 pinch salt', ""1 pound confectioners' sugar""]","['Grease one 9x13 inch pan. Preheat oven to 350 degrees F (175 degrees C). Sprinkle lemon juice over beets, set aside.', 'Combine flour, 1 teaspoon salt, soda, white sugar, cocoa, melted butter, eggs, honey, milk, and 2 teaspoons vanilla in a large mixing bowl. Stir in beets. Beat 2 minutes at medium speed of mixer. Pour into prepared pan.', 'Bake at 350 degrees F (175 degrees C) about 40 minutes. Cool and frost.', ""To make frosting: combine cream and cream cheese, 1 teaspoon vanilla, and pinch of salt. Add confectioners' sugar, beat until fluffy. Spread on cake. Add nuts if desired.""]"
31,uncertain,244694/lean-and-green/,Lean and Green,"[20921, 61542, 79868, 7025, 10962, 14449, 14881, 33547, 58790, 77135]",0,5,https://images.media-allrecipes.com/userphotos/560x315/2519680.jpg,"['1 cup fresh spinach', '1 banana', '1/2 green apple', '4 hulled strawberries', '4 (1 inch) pieces frozen mango', '1/3 cup whole milk', '1 scoop vanilla protein powder (optional)', '1 teaspoon honey']","['Blend spinach, banana, apple, strawberries, mango, milk, protein powder, and honey together in a blender until smooth.']"
32,uncertain,l-recipe/64599701/pumpkin-pie-milkshake/,Pumpkin Pie Milkshake,"[14023, 62291, 70112, 15701, 70481, 61281, 73099, 6495, 6608, 32971]",0,0,https://images.media-allrecipes.com/images/79590.png,"['1/2 cup mayonnaise', '2 tablespoons lemon juice', '1 tablespoon honey mustard', '1 tablespoon honey', '1 teaspoon dry mustard', '1 teaspoon Dijon mustard']","['Blend mayonnaise, lemon juice, honey mustard, honey, dry mustard, and Dijon mustard in a blender until smooth.']"


33,main,165814/apple-pie-in-a-jar-drink/,Apple Pie in a Jar Drink,"[27988, 33507, 4934, 22582, 51664, 77561, 13071, 7111, 47706, 69805]",93,4.68817186355591,https://images.media-allrecipes.com/userphotos/250x250/162903.jpg,"['1 gallon apple cider', '1 gallon apple juice', '6 (3 inch) cinnamon sticks', '1 1/2 cups white sugar, or to taste', '1 (1 liter) bottle 190 proof grain alcohol (such as Everclear™)']","['Place the apple cider, apple juice, cinnamon sticks, and sugar into a large pot. Bring to a boil over medium-high heat, stirring until the sugar has dissolved. Remove from the heat, and discard the cinnamon sticks. Allow the mixture to cool to room temperature, then stir in the grain alcohol. Pour into quart-size canning jars, seal with the lids and rings, and refrigerate until ready to serve.']"
34,certain,21465/apple-pie-cider/,Apple Pie Cider,"[16714, 55969, 61069, 25396, 30100, 49535, 42390, 43051, 44771, 65254]",104,4.807692527771,https://images.media-allrecipes.com/userphotos/560x315/677834.jpg,"['3 bananas, mashed', '3/4 cup butter', '1 egg', '1 cup white sugar', '1/4 cup packed brown sugar', '1 teaspoon baking soda', '2 1/2 cups all-purpose flour', '1/4 teaspoon ground nutmeg', '1/2 teaspoon ground cinnamon', '1 1/2 cups rolled oats', '3/4 cup chopped walnuts', '1/2 cup raisins (optional)']","['Preheat oven to 350 degrees F (175 degrees C).', 'Mix together in order given, making sure that butter or margarine is well beaten in.  You can add up to 1/2 teaspoon more of cinnamon if you like spice.   More flour may be added if batter is runny.', 'Drop by tablespoonfuls on greased baking sheet.  Bake for 10 minutes or until edges are slightly brown. Cookies with be soft.']"
35,certain,234088/apple-pie-mixed-drinks/,Apple Pie Mixed Drinks,"[58455, 40835, 66658, 9828, 13764, 38620, 7994, 45959, 64920, 25270]",0,0,https://images.media-allrecipes.com/userphotos/560x315/1061137.jpg,"['3 cups grated carrots', '4 eggs', '1 1/4 cups vegetable oil', '2 cups white sugar', '2 cups sifted all-purpose flour', '2 teaspoons baking powder', '2 teaspoons baking soda', '1 teaspoon ground cinnamon', '1 teaspoon salt', '1/2 teaspoon ground nutmeg', '1 cup golden raisins', ""1 1/4 cups confectioners' sugar"", '1 (3 ounce) package cream cheese', '1 tablespoon light corn syrup', '1/2 teaspoon vanilla extract']","['Beat together the eggs, oil, and white sugar. Blend mixture for thirty seconds.', 'Sift together flour, baking powder, baking soda, salt and spices. Add the carrots and raisins. Pour egg mixture into dry ingredients, and mix well.', 'Pour batter into well greased 10 inch tube or bundt pan. Bake at 350 degrees F (175 degrees C) oven for 60 to 70 minutes. Cool cake on wire rack, and then refrigerate until completely cooled.', ""To make Cream Cheese Glaze:  Blend together confectioners' sugar, cream cheese, corn syrup, and vanilla. Spread over cooled cake.""]"
36,certain,234166/apple-pie-liquor/,Apple Pie Liquor,"[19565, 27988, 33507, 22582, 51664, 77561, 13071, 72035, 30437, 80806]",0,0,https://images.media-allrecipes.com/userphotos/560x315/1061138.jpg,"['18 cups water', '1 gallon apple cider', '6 (6 ounce) cans frozen apple juice concentrate, thawed', '4 cups white sugar', '4 cups brown sugar', '7 cinnamon sticks', '1 (750 milliliter) bottle 190 proof grain alcohol (such as Everclear®)']","[""Mix water, apple cider, apple juice concentrate, white sugar, brown sugar, and cinnamon sticks together in a large saucepan; bring to a boil. Reduce heat and simmer until mixture is reduced, about 45 minutes. Remove from heat and cool for 15 minutes. Stir grain alcohol into mixture until evenly combined. Cool 'apple pie liquor' completely. Pour apple pie liquor and 1 cinnamon stick into a jar or container.""]"
37,certain,235346/apple-pie-moonshine/,Apple Pie Moonshine,"[2856, 6367, 7823, 11100, 14138, 25410, 67353, 25217, 70823, 6282]",55,4.47272729873657,https://images.media-allrecipes.com/userphotos/560x315/1077078.jpg,"['3/4 cup pomegranate juice', '3/4 cup Shiraz or other dry red wine', '2 tablespoons fresh lemon juice', '1 1/2 teaspoons ground cinnamon', '1/4 teaspoon ground nutmeg', '1/8 teaspoon ground cloves', '1/8 teaspoon ground ginger', '1 tablespoon butter', '1/2 cup packed brown sugar, divided']","['Combine the pomegranate juice, wine, and lemon juice in a bowl. Whisk in the cinnamon, nutmeg, cloves and ginger. Crumble in half of the brown sugar and whisk mixture until sugar dissolves.', 'Melt the butter in a skillet over medium heat and swirl to coat the pan. Immediately pour in the juice/spice mixture and increase the heat to high. Bring mixture to a boil while whisking to prevent scorching. Reduce heat to medium and, while stirring, add the remaining brown sugar a little at a time. Cook and stir until mixture thickens to a syrupy consistency or when it can coat the back of a spoon.', 'Remove from heat and allow to cool slightly and continue to cool, 5 to 10 minutes. Stir and serve.']"
